,CREEDS_drug_id,Disease,DOID,Concept_ID,ICD9,,,,,,,,,
1385,dz:1062,Down syndrome,DOID:14250,C0013080,758,,,,,,,,,
1386,dz:240,bone fracture femur,MONDO:0005315,C0015802,821,,,,,,,,,
1388,dz:328,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1389,dz:1001,acute myocardial infarction,DOID:9408,C0155626,410,,,,,,,,,
1390,dz:865,adrenoleukodystrophy,DOID:10588,C0162309,277.86,,,,,,,,,
1391,dz:876,Rift Valley fever,DOID:1328,C0035613,66.6,,,,,,,,,
1392,dz:229,Urothelial carcinoma in situ,,C0334267,233.7,,,,,,,,,
1393,dz:927,allergic contact dermatitis,DOID:3042,C0162820,692.9,,,,,,,,,
1394,dz:1042,autistic disorder,DOID:12849,C0004352,299,,,,,,,,,
1395,dz:947,endometriosis,DOID:289,C0014175,617,,,,,,,,,
1396,dz:221,hypercholesterolemia,DOID:2487,C0020443,272,,,,,,,,,
1397,dz:629,amyotrophic lateral sclerosis type 10,DOID:0060201,,335.2,,,,,,,,,
1398,dz:696,psoriatic arthritis,DOID:9008,C0003872,696,,,,,,,,,
1399,dz:465,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1400,dz:831,pulmonary tuberculosis,DOID:2957,C0041327,11.9,,,,,,,,,
1401,dz:819,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1402,dz:112,acute myeloid leukemia,DOID:9119,C0023467,205,,,,,,,,,
1403,dz:400,hypertension,DOID:10763,C0020538,401,,,,,,,,,
1404,dz:301,cystitis,DOID:1679,C0010692,595.9,,,,,,,,,
1405,dz:83,Lung transplant rejection,,C0729958,996.84,,,,,,,,,
1406,dz:218,Turner syndrome,DOID:3491,C0041408,758.6,,,,,,,,,
1407,dz:315,hepatocellular carcinoma,DOID:684,C0019204,155,,,,,,,,,
1408,dz:180,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1409,dz:570,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1410,dz:738,multiple sclerosis,DOID:2377,C0026769,340,,,,,,,,,
1411,dz:268,dermatitis,DOID:2723,C0013595,692,,,,,,,,,
1412,dz:225,uterine fibroid,DOID:13223,C0042133,218,,,,,,,,,
1413,dz:451,alcohol abuse,DOID:1574,C0085762,305,,,,,,,,,
1414,dz:771,childhood type dermatomyositis,DOID:14203,C0263666,710.3,,,,,,,,,
1415,dz:795,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1416,dz:206,myelodysplastic syndrome,DOID:0050908,C0026986,238.75,,,,,,,,,
1417,dz:15,obesity,DOID:9970,C0028754,278,,,,,,,,,
1418,dz:762,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1419,dz:710,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1420,dz:806,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1421,dz:504,breast cancer,DOID:1612,C1458155,174,,,,,,,,,
1422,dz:837,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1423,dz:772,childhood type dermatomyositis,DOID:14203,C0263666,710.3,,,,,,,,,
1424,dz:605,ductal carcinoma in situ,DOID:0060074,,233,,,,,,,,,
1425,dz:303,Helicobacter pylori gastrointestinal tract infection,,C0585625,41.86,,,,,,,,,
1426,dz:212,pain disorder Neurological,DOID:0060164,C0423704,729.2,,,,,,,,,
1428,dz:838,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1429,dz:168,acute lung injury,MONDO:0015796,C0242488,,,,,,,,,,
1430,dz:384,cardiomyopathy Viral,DOID:0050700,C0264797,422,,,,,,,,,
1432,dz:200,myocardial infarction,DOID:5844,C0027051,410,,,,,,,,,
1433,dz:12,sarcoidosis,DOID:11335,C0036202,135,,,,,,,,,
1434,dz:475,pancreatic cancer,DOID:1793,C0153463,157.9,,,,,,,,,
1435,dz:1045,autistic disorder,DOID:12849,C0004352,299,,,,,,,,,
1436,dz:506,sickle cell anemia,DOID:10923,C0019034,282.6,,,,,,,,,
1437,dz:736,hepatitis C virus related hepatocellular carcinoma,DOID:7324,C1333978,,,,,,,,,,
1438,dz:918,bronchopulmonary dysplasia,DOID:11650,C0006287,770.7,,,,,,,,,
1439,dz:1026,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1440,dz:551,inflammatory bowel disease,DOID:0050589,,556,,,,,,,,,
1441,dz:688,diffuse large B-cell lymphoma,DOID:0050745,,200.78,,,,,,,,,
1442,dz:348,allergic asthma,DOID:9415,C0155877,493.92,,,,,,,,,
1443,dz:453,Barrett's esophagus,DOID:9206,C0004763,530.85,,,,,,,,,
1444,dz:138,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1445,dz:1079,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1446,dz:88,cardiomyopathy,DOID:0050700,C0878544,425,,,,,,,,,
1447,dz:797,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1448,dz:130,dermatomyositis,DOID:10223,C0011633,710.3,,,,,,,,,
1449,dz:1000,acute myocardial infarction,DOID:9408,C0155626,410,,,,,,,,,
1450,dz:596,Barrett's esophagus,DOID:9206,C0004763,530.85,,,,,,,,,
1451,dz:76,gastrointestinal stromal tumor,DOID:9253,C0238198,238.1,,,,,,,,,
1452,dz:861,astrocytoma,DOID:3069,C0750935,191.9,,,,,,,,,
1453,dz:758,Crohn's disease,DOID:8778,C0156146,555.9,,,,,,,,,
1454,dz:490,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1455,dz:193,atherosclerosis,DOID:1936,C0004153,440.2,,,,,,,,,
1456,dz:351,acute T cell leukemia,DOID:5603,C0023493,206,,,,,,,,,
1457,dz:1021,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1458,dz:45,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1459,dz:890,Sjogren's syndrome,DOID:12894,C1527336,710.2,,,,,,,,,
1460,dz:294,adenoma,DOID:657,C0001430,227,,,,,,,,,
1461,dz:519,Alzheimer's disease,DOID:10652,C0002395,331,,,,,,,,,
1462,dz:475,pancreatic cancer,DOID:1793,C0153463,157.9,,,,,,,,,
1463,dz:226,schizophrenia,DOID:5419,C0036341,259.1,,,,,,,,,
1464,dz:697,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1465,dz:977,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1466,dz:328,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1467,dz:102,MELAS syndrome,DOID:3687,C0162671,277.87,,,,,,,,,
1468,dz:931,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1469,dz:58,serous cystadenocarcinoma,DOID:3114,C0206701,183,,,,,,,,,
1470,dz:570,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1471,dz:674,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1472,dz:118,malignant pleural mesothelioma,DOID:7474,C0812413,163.9,,,,,,,,,
1473,dz:169,Generalized seizures,HP:0002197,C0234533,345,,,,,,,,,
1474,dz:654,anaplastic thyroid carcinoma,DOID:7012,C0238461,193,,,,,,,,,
1475,dz:1055,cystic fibrosis,DOID:1485,C0010674,277,,,,,,,,,
1476,dz:3,Venezuelan equine encephalitis,DOID:9584,C0014078,66.2,,,,,,,,,
1477,dz:667,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1478,dz:967,vulvar intraepithelial neoplasia,MONDO:0005198,C0346210,624.01,,,,,,,,,
1479,dz:316,vitamin E deficiency,DOID:4026,C0042875,269.1,,,,,,,,,
1480,dz:1051,myotonic dystrophy type 1,DOID:11722,C0027126,359.21,,,,,,,,,
1481,dz:318,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1482,dz:454,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1483,dz:275,bone fracture,MONDO:0005315,C0016658,821,,,,,,,,,
1484,dz:272,idiopathic interstitial pneumonia,DOID:2797,C0085786,516.3,,,,,,,,,
1485,dz:661,colon cancer,DOID:219,C0007102,153.9,,,,,,,,,
1486,dz:271,arthropathy,DOID:381,C0022408,716,,,,,,,,,
1487,dz:563,monoclonal gammopathy of uncertain significance,DOID:7442,C0278494,273.1,,,,,,,,,
1488,dz:1070,colorectal adenocarcinoma,DOID:0050861,,153.9,,,,,,,,,
1489,dz:380,Septic Shock,,C0036983,785.52,,,,,,,,,
1490,dz:632,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1491,dz:552,colorectal cancer,DOID:9256,C1527249,153,,,,,,,,,
1492,dz:836,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1493,dz:417,epilepsy syndrome,DOID:1826,C0014544,345.9,,,,,,,,,
1494,dz:880,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1495,dz:381,multiple sclerosis,DOID:2377,C0026769,340,,,,,,,,,
1496,dz:834,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1497,dz:217,obstructive sleep apnea,DOID:0050848,C0520679,327.23,,,,,,,,,
1498,dz:669,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1499,dz:826,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1500,dz:795,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1501,dz:878,cerebral palsy,DOID:1969,C0029806,343.9,,,,,,,,,
1502,dz:187,nephrolithiasis,DOID:585,C0392525,592,,,,,,,,,
1503,dz:794,Crohn's disease,DOID:8778,C0156146,555.9,,,,,,,,,
1504,dz:804,epilepsy syndrome,DOID:1826,C0014544,345.9,,,,,,,,,
1505,dz:568,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1506,dz:834,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1507,dz:788,Parkinson's disease,DOID:14330,C0030567,332,,,,,,,,,
1508,dz:907,familial hypercholesterolemia,DOID:13810,C0020445,272,,,,,,,,,
1509,dz:1035,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1510,dz:1022,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1511,dz:670,neurofibromatosis,DOID:8712,C0220695,237.7,,,,,,,,,
1512,dz:382,Hypertrophy  Left Ventricular,,C0149721,,,,,,,,,,
1513,dz:1034,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1514,dz:201,severe combined immunodeficiency,DOID:627,C0085110,279.3,,,,,,,,,
1515,dz:622,testis seminoma,DOID:5842,C0855211,186.9,,,,,,,,,
1516,dz:903,Williams-Beuren syndrome,DOID:1928,C0175702,758.9,,,,,,,,,
1517,dz:679,amyotrophic lateral sclerosis,DOID:332,C0002736,335.2,,,,,,,,,
1518,dz:557,dengue hemorrhagic fever,DOID:12206,C0019100,65.4,,,,,,,,,
1519,dz:755,ovarian serous carcinoma,DOID:0050933,,183,,,,,,,,,
1520,dz:626,invasive ductal carcinoma,DOID:3008,C1527349,174,,,,,,,,,
1521,dz:76,gastrointestinal stromal tumor,DOID:9253,C0238198,238.1,,,,,,,,,
1522,dz:386,Infection by Aspergillus fumigatus,,C0276655,117.3,,,,,,,,,
1523,dz:771,childhood type dermatomyositis,DOID:14203,C0263666,710.3,,,,,,,,,
1524,dz:319,obesity,DOID:9970,C0028754,278,,,,,,,,,
1525,dz:288,Alcohol poisoning,,C0392620,303,,,,,,,,,
1526,dz:1059,Turner syndrome,DOID:3491,C1527168,758.6,,,,,,,,,
1527,dz:993,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1528,dz:792,anemia,DOID:2355,C0002871,285,,,,,,,,,
1529,dz:175,Dental cavity,,C0399396,521,,,,,,,,,
1530,dz:352,pre-eclampsia,DOID:10591,C0032914,642.4,642.5,,,,,,,,
1531,dz:991,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1532,dz:361,stomach cancer,DOID:10534,C0024623,151.9,,,,,,,,,
1533,dz:558,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1534,dz:97,burn,MONDO:0043519,C0006434,940,941,942,943,944,945,946,947,948,949
1535,dz:148,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1536,dz:212,pain disorder Neurological,DOID:0060164,C0423704,729.2,,,,,,,,,
1538,dz:38,familial hyperlipidemia,DOID:1168,C0020473,272,,,,,,,,,
1539,dz:675,Emery-Dreifuss muscular dystrophy,DOID:11726,C0410189,359.1,,,,,,,,,
1540,dz:511,salivary gland adenoid cystic carcinoma,DOID:4866,C0010606,142.9,,,,,,,,,
1541,dz:672,facioscapulohumeral muscular dystrophy,DOID:11727,C0238288,359.1,,,,,,,,,
1542,dz:754,psoriasis,DOID:8893,C0033860,696.1,,,,,,,,,
1543,dz:1052,myotonic dystrophy type 1,DOID:11722,C0027126,359.21,,,,,,,,,
1544,dz:841,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1545,dz:338,post-traumatic stress disorder,DOID:2055,C0038436,309.81,,,,,,,,,
1546,dz:486,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1547,dz:380,Septic Shock,,C0036983,785.52,,,,,,,,,
1548,dz:322,bacterial infectious disease,DOID:104,C0004623,,,,,,,,,,
1549,dz:86,colon cancer,DOID:219,C0007102,153.9,,,,,,,,,
1550,dz:1054,myotonic dystrophy type 1,DOID:11722,C0027126,359.21,,,,,,,,,
1551,dz:851,idiopathic pulmonary fibrosis,DOID:0050156,,516.31,,,,,,,,,
1552,dz:180,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1553,dz:609,pancreatic non-invasive intraductal papillary-mucinous carcinoma,DOID:7685,C1518873,157.3,,,,,,,,,
1554,dz:971,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1555,dz:664,renal cell carcinoma,DOID:4450,C0007134,189,,,,,,,,,
1556,dz:629,amyotrophic lateral sclerosis type 10,DOID:0060201,,335.2,,,,,,,,,
1557,dz:264,ulcerative colitis,DOID:8577,C0009324,556.9,,,,,,,,,
1558,dz:634,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1559,dz:941,Parkinson's disease,DOID:14330,C0030567,332,,,,,,,,,
1560,dz:759,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1561,dz:1038,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1562,dz:828,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1563,dz:331,Senescence,,C0001792,797,,,,,,,,,
1564,dz:493,hepatocellular carcinoma,DOID:684,C0279607,155,,,,,,,,,
1565,dz:56,stomach cancer,DOID:10534,C0024623,151.9,,,,,,,,,
1566,dz:245,colon cancer,DOID:219,C0007102,153.9,,,,,,,,,
1567,dz:772,childhood type dermatomyositis,DOID:14203,C0263666,710.3,,,,,,,,,
1568,dz:970,nemaline myopathy,DOID:3191,C0206157,359,,,,,,,,,
1569,dz:1053,myotonic dystrophy type 1,DOID:11722,C0027126,359.21,,,,,,,,,
1570,dz:797,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1571,dz:863,glioblastoma multiforme,DOID:3068,C0017636,191.9,,,,,,,,,
1572,dz:653,papillary thyroid carcinoma,DOID:3969,C0238463,193,,,,,,,,,
1573,dz:11,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1574,dz:587,ulcerative colitis,DOID:8577,C0375359,556.9,,,,,,,,,
1575,dz:615,lung cancer,DOID:1324,C0153493,162,,,,,,,,,
1576,dz:943,osteoarthritis,DOID:8398,C0157946,715.96,,,,,,,,,
1577,dz:225,uterine fibroid,DOID:13223,C0042133,218,,,,,,,,,
1578,dz:1040,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1579,dz:950,melanoma,DOID:1909,C0025202,172,,,,,,,,,
1580,dz:489,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1581,dz:684,diffuse large B-cell lymphoma,DOID:0050745,,200.78,,,,,,,,,
1582,dz:743,multiple sclerosis,DOID:2377,C0026769,340,,,,,,,,,
1583,dz:285,focal facial dermal dysplasia type III,MONDO:0009203,C1744559,,,,,,,,,,
1584,dz:40,Human immunodeficiency virus infectious disease,DOID:526,C0019693,42,,,,,,,,,
1585,dz:297,acne,DOID:6543,C0702166,706.1,,,,,,,,,
1586,dz:102,MELAS syndrome,DOID:3687,C0162671,277.87,,,,,,,,,
1587,dz:46,macular degeneration,DOID:4448,C0024437,362.5,,,,,,,,,
1588,dz:624,testis seminoma,DOID:5842,C0855211,186.9,,,,,,,,,
1589,dz:203,type 2 diabetes mellitus,DOID:9352,C0011860,250,,,,,,,,,
1590,dz:338,post-traumatic stress disorder,DOID:2055,C0038436,309.81,,,,,,,,,
1591,dz:381,multiple sclerosis,DOID:2377,C0026769,340,,,,,,,,,
1592,dz:925,allergic contact dermatitis,DOID:3042,C0162820,692.9,,,,,,,,,
1593,dz:601,hepatitis C,DOID:1883,C0019196,070.7,,,,,,,,,
1594,dz:464,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1595,dz:826,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1596,dz:306,papillary thyroid carcinoma,DOID:3969,C0238463,193,,,,,,,,,
1597,dz:305,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1598,dz:828,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1599,dz:815,urticaria,DOID:1555,C0029839,708.9,,,,,,,,,
1600,dz:437,myocardial infarction,DOID:5844,C0027051,410,,,,,,,,,
1601,dz:732,lung large cell carcinoma,DOID:4556,C0345958,162.9,,,,,,,,,
1602,dz:105,Down syndrome,DOID:14250,C0013080,758,,,,,,,,,
1603,dz:516,progressive myoclonus epilepsy,DOID:891,C0751778,345.1,,,,,,,,,
1604,dz:466,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1605,dz:176,juvenile rheumatoid arthritis,DOID:676,C0553662,714.3,,,,,,,,,
1606,dz:281,alpha 1-antitrypsin deficiency,DOID:13372,C0221757,273.4,,,,,,,,,
1607,dz:385,duodenum cancer,DOID:10021,C0153426,238.1,,,,,,,,,
1608,dz:808,nasopharynx carcinoma,DOID:9261,C0238301,147.9,,,,,,,,,
1609,dz:33,retinitis pigmentosa,DOID:10584,C0035334,362.74,,,,,,,,,
1610,dz:22,synovial sarcoma,DOID:5485,C0039101,171.9,,,,,,,,,
1611,dz:458,head and neck squamous cell carcinoma,DOID:5520,C1168401,173.42,,,,,,,,,
1612,dz:232,muscular dystrophy,DOID:9884,C0026850,359,,,,,,,,,
1613,dz:925,allergic contact dermatitis,DOID:3042,C0162820,692.9,,,,,,,,,
1614,dz:609,pancreatic non-invasive intraductal papillary-mucinous carcinoma,DOID:7685,C1518873,157.3,,,,,,,,,
1615,dz:717,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1616,dz:1024,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1617,dz:853,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1618,dz:846,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1619,dz:631,pulmonary fibrosis,DOID:3770,C0034069,516.31,,,,,,,,,
1620,dz:984,progeria,DOID:3911,C0033300,259.8,,,,,,,,,
1621,dz:840,endometrial cancer,DOID:1380,C0014170,182,,,,,,,,,
1622,dz:727,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1623,dz:155,scleroderma,DOID:419,C0011644,710.1,,,,,,,,,
1624,dz:260,glaucoma,DOID:1686,C0017601,365.9,,,,,,,,,
1625,dz:928,allergic contact dermatitis,DOID:3042,C0162820,692.9,,,,,,,,,
1626,dz:545,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1627,dz:658,esophagus squamous cell carcinoma,DOID:3748,C0279626,150.9,,,,,,,,,
1628,dz:712,asthma,DOID:2841,C0004096,493.9,,,,,,,,,
1629,dz:774,nasopharynx carcinoma,DOID:9261,C0238301,147.9,,,,,,,,,
1630,dz:617,cervical cancer,DOID:4362,C0007873,180,,,,,,,,,
1631,dz:443,Dehydration,HP:0001944,C0011175,276.5,,,,,,,,,
1632,dz:627,skin squamous cell carcinoma,DOID:3151,C0553723,173.92,,,,,,,,,
1633,dz:904,rheumatoid arthritis,DOID:7148,C0003873,714,,,,,,,,,
1634,dz:719,Huntington's disease,DOID:12858,C0020179,333.4,,,,,,,,,
1635,dz:236,obesity,DOID:9970,C0028754,278,,,,,,,,,
1636,dz:246,testicular cancer,DOID:2998,C0153594,186.9,,,,,,,,,
1637,dz:1033,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1638,dz:1034,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1639,dz:770,bipolar disorder,DOID:3312,C0236780,296.7,,,,,,,,,
1640,dz:278,bone fracture femur,MONDO:0005315,C0015802,821,,,,,,,,,
1642,dz:515,fragile X syndrome,DOID:14261,C0016667,759.83,,,,,,,,,
1643,dz:447,dengue hemorrhagic fever,DOID:12206,C0019100,65.4,,,,,,,,,
1644,dz:540,facioscapulohumeral muscular dystrophy,DOID:11727,C0238288,359.1,,,,,,,,,
1645,dz:48,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1646,dz:144,Duchenne muscular dystrophy,DOID:11723,C0013264,359.1,,,,,,,,,
1647,dz:468,polycystic ovary syndrome,DOID:11612,C0032460,256.4,,,,,,,,,
1648,dz:501,chronic myeloid leukemia,DOID:8552,C0023473,205.1,,,,,,,,,
1649,dz:769,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1650,dz:186,Erectile dysfunction associated with type 2 diabetes mellitus,,C1997651,250.6,,,,,,,,,
1651,dz:853,schizophrenia,DOID:5419,C0220702,259.1,,,,,,,,,
1652,dz:476,methylmalonic acidemia,DOID:14749,C0220751,270.3,,,,,,,,,
1653,dz:948,melanoma,DOID:1909,C0025202,172,,,,,,,,,
1654,dz:393,endometriosis,DOID:289,C0014175,617,,,,,,,,,
1655,dz:218,Turner syndrome,DOID:3491,C0041408,758.6,,,,,,,,,
1656,dz:186,Erectile dysfunction associated with type 2 diabetes mellitus,,C1997651,250.6,,,,,,,,,
1657,dz:74,Leukemia  Chronic T-Cell,,C2363142,208,,,,,,,,,
1658,dz:35,psoriasis vulgaris,EFO:1001494,C0263361,696.1,,,,,,,,,
1659,dz:331,Senescence,,C0001792,797,,,,,,,,,
1660,dz:749,myelodysplastic syndrome,DOID:0050908,,238.75,,,,,,,,,
1661,dz:1024,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1662,dz:431,lung adenocarcinoma,DOID:3910,C0152013,162.9,,,,,,,,,
1663,dz:705,dermatomyositis,DOID:10223,C0011633,710.3,,,,,,,,,
1664,dz:87,Alexander disease,DOID:4252,C0270726,331.89,,,,,,,,,
1665,dz:28,breast cancer,DOID:1612,C0006142,174,,,,,,,,,
1666,dz:782,acute myeloid leukemia,DOID:9119,C0023467,205,,,,,,,,,
1667,dz:463,endogenous depression,DOID:1595,C0041696,296.2,,,,,,,,,
1668,dz:421,cervix carcinoma,DOID:2893,C0302592,180.9,,,,,,,,,
1669,dz:748,myelodysplastic syndrome,DOID:0050908,,238.75,,,,,,,,,
1670,dz:512,systemic lupus erythematosus,DOID:9074,C0024141,710,,,,,,,,,
1671,dz:651,colon carcinoma,DOID:1520,C0699790,153.9,,,,,,,,,
1672,dz:1039,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1673,dz:603,prostate cancer,DOID:10283,C0376358,185,,,,,,,,,
1674,dz:1032,autism spectrum disorder,DOID:0060041,,299,,,,,,,,,
1675,dz:350,actinic keratosis,DOID:8866,C0022602,702,,,,,,,,,
1676,dz:865,adrenoleukodystrophy,DOID:10588,C0162309,277.86,,,,,,,,,
